"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 12:54:01 GMT 2024","Tue Apr 23 12:54:01 GMT 2024","175","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidName","checkCreateBoardWithInvalidName(Map) [1] {name=1234}",""
"passed","Tue Apr 23 12:54:12 GMT 2024","Tue Apr 23 12:54:12 GMT 2024","173","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithInvalidCredentials","checkUpdateCardWithInvalidCredentials(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@6d8d78a",""
"passed","Tue Apr 23 12:54:11 GMT 2024","Tue Apr 23 12:54:11 GMT 2024","167","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithInvalidAuth","checkUpdateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@79176fe4",""
"passed","Tue Apr 23 12:54:09 GMT 2024","Tue Apr 23 12:54:09 GMT 2024","129","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidId","checkGetBoardWithInvalidId(BoardIdValidationArgumentsHolder) [2] api.arguments.holders.BoardIdValidationArgumentsHolder@2c427287",""
"passed","Tue Apr 23 12:54:05 GMT 2024","Tue Apr 23 12:54:05 GMT 2024","347","","api.test.delete.DeleteBoardValidationTest","","api.test.delete.DeleteBoardValidationTest","checkDeleteBoardWithInvalidId","checkDeleteBoardWithInvalidId(BoardIdValidationArgumentsHolder) [2] api.arguments.holders.BoardIdValidationArgumentsHolder@33ea437a",""
"passed","Tue Apr 23 12:54:06 GMT 2024","Tue Apr 23 12:54:07 GMT 2024","1202","","api.test.delete.DeleteCardTests","","api.test.delete.DeleteCardTests","deleteCardTest","deleteCardTest()",""
"passed","Tue Apr 23 12:54:08 GMT 2024","Tue Apr 23 12:54:09 GMT 2024","296","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidAuth","checkGetBoardWithInvalidAuth(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@22351330",""
"passed","Tue Apr 23 12:54:08 GMT 2024","Tue Apr 23 12:54:08 GMT 2024","197","","api.test.get.GetBoardsTest","","api.test.get.GetBoardsTest","checkGetCard","checkGetCard()",""
"passed","Tue Apr 23 12:54:09 GMT 2024","Tue Apr 23 12:54:09 GMT 2024","136","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidAuth","checkGetBoardWithInvalidAuth(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@18bec5eb",""
"passed","Tue Apr 23 12:54:07 GMT 2024","Tue Apr 23 12:54:08 GMT 2024","547","","api.test.get.GetBoardsTest","","api.test.get.GetBoardsTest","checkGetBoards","checkGetBoards()",""
"passed","Tue Apr 23 12:54:00 GMT 2024","Tue Apr 23 12:54:01 GMT 2024","514","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidAuth","checkCreateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [3] api.arguments.holders.AuthValidationArgumentsHolder@2e0d6270",""
"passed","Tue Apr 23 12:54:08 GMT 2024","Tue Apr 23 12:54:08 GMT 2024","212","","api.test.get.GetBoardsTest","","api.test.get.GetBoardsTest","checkGetCards","checkGetCards()",""
"broken","Tue Apr 23 12:54:25 GMT 2024","Tue Apr 23 12:54:25 GMT 2024","0","","ui.GitHubSearchTest","","ui.GitHubSearchTest","","GitHubSearchTest",""
"passed","Tue Apr 23 12:53:52 GMT 2024","Tue Apr 23 12:54:00 GMT 2024","7394","","api.test.create.CreateBoardTest","","api.test.create.CreateBoardTest","checkCreateBoard","checkCreateBoard()",""
"passed","Tue Apr 23 12:54:01 GMT 2024","Tue Apr 23 12:54:02 GMT 2024","1207","","api.test.create.CreateCardTest","","api.test.create.CreateCardTest","createNewCard","createNewCard()",""
"passed","Tue Apr 23 12:54:10 GMT 2024","Tue Apr 23 12:54:11 GMT 2024","425","","api.test.update.UpdateBoardTest","","api.test.update.UpdateBoardTest","checkUpdateBoard","checkUpdateBoard()",""
"passed","Tue Apr 23 12:54:00 GMT 2024","Tue Apr 23 12:54:00 GMT 2024","209","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidAuth","checkCreateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@1150b923",""
"passed","Tue Apr 23 12:54:00 GMT 2024","Tue Apr 23 12:54:00 GMT 2024","199","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidAuth","checkCreateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@b42d1c8",""
"passed","Tue Apr 23 12:54:09 GMT 2024","Tue Apr 23 12:54:09 GMT 2024","109","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidAuth","checkGetBoardWithInvalidAuth(AuthValidationArgumentsHolder) [3] api.arguments.holders.AuthValidationArgumentsHolder@31b70b2a",""
"passed","Tue Apr 23 12:54:01 GMT 2024","Tue Apr 23 12:54:01 GMT 2024","157","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidName","checkCreateBoardWithInvalidName(Map) [2] {}",""
"passed","Tue Apr 23 12:54:11 GMT 2024","Tue Apr 23 12:54:12 GMT 2024","480","","api.test.update.UpdateCardIdTest","","api.test.update.UpdateCardIdTest","updateExistingCard","updateExistingCard()",""
"passed","Tue Apr 23 12:54:05 GMT 2024","Tue Apr 23 12:54:06 GMT 2024","462","","api.test.delete.DeleteBoardValidationTest","","api.test.delete.DeleteBoardValidationTest","checkDeleteBoardWithInvalidAuth","checkDeleteBoardWithInvalidAuth(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@f2e28c7",""
"passed","Tue Apr 23 12:54:08 GMT 2024","Tue Apr 23 12:54:08 GMT 2024","199","","api.test.get.GetBoardsTest","","api.test.get.GetBoardsTest","checkGetBoard","checkGetBoard()",""
"passed","Tue Apr 23 12:54:12 GMT 2024","Tue Apr 23 12:54:12 GMT 2024","229","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithInvalidCredentials","checkUpdateCardWithInvalidCredentials(AuthValidationArgumentsHolder) [3] api.arguments.holders.AuthValidationArgumentsHolder@b54a7b9",""
"passed","Tue Apr 23 12:54:06 GMT 2024","Tue Apr 23 12:54:06 GMT 2024","141","","api.test.delete.DeleteBoardValidationTest","","api.test.delete.DeleteBoardValidationTest","checkDeleteBoardWithAnotherUserCredentials","checkDeleteBoardWithAnotherUserCredentials()",""
"passed","Tue Apr 23 12:54:10 GMT 2024","Tue Apr 23 12:54:10 GMT 2024","118","","api.test.get.GetCardIdValidationTest","","api.test.get.GetCardIdValidationTest","getCardWithInvalidId","getCardWithInvalidId(CardIdValidationArgumentsHolder) [2] api.arguments.holders.CardIdValidationArgumentsHolder@42985121",""
"passed","Tue Apr 23 12:54:09 GMT 2024","Tue Apr 23 12:54:09 GMT 2024","122","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetCardWithAnotherUserCredentials","checkGetCardWithAnotherUserCredentials()",""
"passed","Tue Apr 23 12:54:02 GMT 2024","Tue Apr 23 12:54:05 GMT 2024","2285","","api.test.delete.DeleteBoardTest","","api.test.delete.DeleteBoardTest","checkDeleteBoard","checkDeleteBoard()",""
"passed","Tue Apr 23 12:54:13 GMT 2024","Tue Apr 23 12:54:13 GMT 2024","137","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithInvalidId","checkUpdateCardWithInvalidId(CardIdValidationArgumentsHolder) [2] api.arguments.holders.CardIdValidationArgumentsHolder@c7b276",""
"passed","Tue Apr 23 12:54:11 GMT 2024","Tue Apr 23 12:54:11 GMT 2024","135","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithInvalidId","checkUpdateBoardWithInvalidId(BoardIdValidationArgumentsHolder) [2] api.arguments.holders.BoardIdValidationArgumentsHolder@6d55448c",""
"passed","Tue Apr 23 12:54:12 GMT 2024","Tue Apr 23 12:54:12 GMT 2024","177","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithInvalidCredentials","checkUpdateCardWithInvalidCredentials(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@1e2a39b7",""
"passed","Tue Apr 23 12:54:11 GMT 2024","Tue Apr 23 12:54:11 GMT 2024","91","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithInvalidAuth","checkUpdateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [3] api.arguments.holders.AuthValidationArgumentsHolder@53cddaec",""
"passed","Tue Apr 23 12:54:09 GMT 2024","Tue Apr 23 12:54:09 GMT 2024","135","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidId","checkGetBoardWithInvalidId(BoardIdValidationArgumentsHolder) [1] api.arguments.holders.BoardIdValidationArgumentsHolder@24f3d208",""
"passed","Tue Apr 23 12:54:05 GMT 2024","Tue Apr 23 12:54:05 GMT 2024","136","","api.test.delete.DeleteBoardValidationTest","","api.test.delete.DeleteBoardValidationTest","checkDeleteBoardWithInvalidAuth","checkDeleteBoardWithInvalidAuth(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@128579a6",""
