"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 10:21:10 GMT 2024","Fri Apr 19 10:21:11 GMT 2024","113","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithAnotherUserCredentials","checkUpdateBoardWithAnotherUserCredentials()",""
"passed","Fri Apr 19 10:21:08 GMT 2024","Fri Apr 19 10:21:08 GMT 2024","111","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidAuth","checkGetBoardWithInvalidAuth(AuthValidationArgumentsHolder) [3] api.arguments.holders.AuthValidationArgumentsHolder@5e1db27e",""
"passed","Fri Apr 19 10:21:10 GMT 2024","Fri Apr 19 10:21:10 GMT 2024","124","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithInvalidAuth","checkUpdateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@2c492b03",""
"passed","Fri Apr 19 10:21:09 GMT 2024","Fri Apr 19 10:21:10 GMT 2024","240","","api.test.get.GetCardIdValidationTest","","api.test.get.GetCardIdValidationTest","getCardWithInvalidId","getCardWithInvalidId(CardIdValidationArgumentsHolder) [2] api.arguments.holders.CardIdValidationArgumentsHolder@7959747d",""
"passed","Fri Apr 19 10:21:11 GMT 2024","Fri Apr 19 10:21:11 GMT 2024","118","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithInvalidCredentials","checkUpdateCardWithInvalidCredentials(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@6dcf902",""
"passed","Fri Apr 19 10:21:11 GMT 2024","Fri Apr 19 10:21:11 GMT 2024","119","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithInvalidId","checkUpdateBoardWithInvalidId(BoardIdValidationArgumentsHolder) [2] api.arguments.holders.BoardIdValidationArgumentsHolder@4db11495",""
"broken","Fri Apr 19 10:21:16 GMT 2024","Fri Apr 19 10:21:16 GMT 2024","0","","ui.GitHubSearchTest","","ui.GitHubSearchTest","","GitHubSearchTest",""
"passed","Fri Apr 19 10:21:02 GMT 2024","Fri Apr 19 10:21:03 GMT 2024","1171","","api.test.create.CreateCardTest","","api.test.create.CreateCardTest","createNewCard","createNewCard()",""
"passed","Fri Apr 19 10:21:11 GMT 2024","Fri Apr 19 10:21:11 GMT 2024","139","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithInvalidCredentials","checkUpdateCardWithInvalidCredentials(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@156b3428",""
"passed","Fri Apr 19 10:21:08 GMT 2024","Fri Apr 19 10:21:08 GMT 2024","161","","api.test.get.GetBoardsTest","","api.test.get.GetBoardsTest","checkGetBoard","checkGetBoard()",""
"passed","Fri Apr 19 10:21:10 GMT 2024","Fri Apr 19 10:21:10 GMT 2024","126","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithInvalidAuth","checkUpdateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@59fe8d94",""
"passed","Fri Apr 19 10:21:09 GMT 2024","Fri Apr 19 10:21:09 GMT 2024","132","","api.test.get.GetCardIdValidationTest","","api.test.get.GetCardIdValidationTest","checkGetBoardWithInvalidAuth","checkGetBoardWithInvalidAuth(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@23867b97",""
"passed","Fri Apr 19 10:21:02 GMT 2024","Fri Apr 19 10:21:02 GMT 2024","185","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidName","checkCreateBoardWithInvalidName(Map) [2] {}",""
"passed","Fri Apr 19 10:21:05 GMT 2024","Fri Apr 19 10:21:05 GMT 2024","150","","api.test.delete.DeleteBoardValidationTest","","api.test.delete.DeleteBoardValidationTest","checkDeleteBoardWithInvalidId","checkDeleteBoardWithInvalidId(BoardIdValidationArgumentsHolder) [2] api.arguments.holders.BoardIdValidationArgumentsHolder@4ba29b51",""
"passed","Fri Apr 19 10:21:12 GMT 2024","Fri Apr 19 10:21:12 GMT 2024","112","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithAnotherUserCredentials","checkUpdateCardWithAnotherUserCredentials()",""
"passed","Fri Apr 19 10:21:09 GMT 2024","Fri Apr 19 10:21:09 GMT 2024","138","","api.test.get.GetCardIdValidationTest","","api.test.get.GetCardIdValidationTest","getCardWithInvalidId","getCardWithInvalidId(CardIdValidationArgumentsHolder) [1] api.arguments.holders.CardIdValidationArgumentsHolder@79b01476",""
"passed","Fri Apr 19 10:21:03 GMT 2024","Fri Apr 19 10:21:05 GMT 2024","1870","","api.test.delete.DeleteBoardTest","","api.test.delete.DeleteBoardTest","checkDeleteBoard","checkDeleteBoard()",""
"passed","Fri Apr 19 10:21:01 GMT 2024","Fri Apr 19 10:21:01 GMT 2024","144","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidAuth","checkCreateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@6b78cbee",""
"passed","Fri Apr 19 10:21:10 GMT 2024","Fri Apr 19 10:21:10 GMT 2024","410","","api.test.update.UpdateBoardTest","","api.test.update.UpdateBoardTest","checkUpdateBoard","checkUpdateBoard()",""
"passed","Fri Apr 19 10:21:05 GMT 2024","Fri Apr 19 10:21:05 GMT 2024","136","","api.test.delete.DeleteBoardValidationTest","","api.test.delete.DeleteBoardValidationTest","checkDeleteBoardWithInvalidId","checkDeleteBoardWithInvalidId(BoardIdValidationArgumentsHolder) [1] api.arguments.holders.BoardIdValidationArgumentsHolder@6ce365b7",""
"passed","Fri Apr 19 10:21:01 GMT 2024","Fri Apr 19 10:21:01 GMT 2024","208","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidAuth","checkCreateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@8c54f48",""
"passed","Fri Apr 19 10:21:07 GMT 2024","Fri Apr 19 10:21:07 GMT 2024","675","","api.test.get.GetBoardsTest","","api.test.get.GetBoardsTest","checkGetBoards","checkGetBoards()",""
"passed","Fri Apr 19 10:21:09 GMT 2024","Fri Apr 19 10:21:09 GMT 2024","131","","api.test.get.GetCardIdValidationTest","","api.test.get.GetCardIdValidationTest","checkGetBoardWithInvalidAuth","checkGetBoardWithInvalidAuth(AuthValidationArgumentsHolder) [2] api.arguments.holders.AuthValidationArgumentsHolder@6383ea52",""
"passed","Fri Apr 19 10:21:08 GMT 2024","Fri Apr 19 10:21:08 GMT 2024","123","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidAuth","checkGetBoardWithInvalidAuth(AuthValidationArgumentsHolder) [1] api.arguments.holders.AuthValidationArgumentsHolder@735a3e0d",""
"passed","Fri Apr 19 10:21:02 GMT 2024","Fri Apr 19 10:21:02 GMT 2024","171","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidName","checkCreateBoardWithInvalidName(Map) [1] {name=1234}",""
"passed","Fri Apr 19 10:21:06 GMT 2024","Fri Apr 19 10:21:06 GMT 2024","123","","api.test.delete.DeleteBoardValidationTest","","api.test.delete.DeleteBoardValidationTest","checkDeleteBoardWithAnotherUserCredentials","checkDeleteBoardWithAnotherUserCredentials()",""
"passed","Fri Apr 19 10:21:06 GMT 2024","Fri Apr 19 10:21:07 GMT 2024","1039","","api.test.delete.DeleteCardTests","","api.test.delete.DeleteCardTests","deleteCardTest","deleteCardTest()",""
"passed","Fri Apr 19 10:21:01 GMT 2024","Fri Apr 19 10:21:02 GMT 2024","142","","api.test.create.CreateBoardValidationTest","","api.test.create.CreateBoardValidationTest","checkCreateBoardWithInvalidAuth","checkCreateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [3] api.arguments.holders.AuthValidationArgumentsHolder@33e19be9",""
"passed","Fri Apr 19 10:21:08 GMT 2024","Fri Apr 19 10:21:09 GMT 2024","202","","api.test.get.GetBoardsValidationTest","","api.test.get.GetBoardsValidationTest","checkGetBoardWithInvalidId","checkGetBoardWithInvalidId(BoardIdValidationArgumentsHolder) [1] api.arguments.holders.BoardIdValidationArgumentsHolder@2921aa59",""
"passed","Fri Apr 19 10:21:11 GMT 2024","Fri Apr 19 10:21:11 GMT 2024","411","","api.test.update.UpdateCardIdTest","","api.test.update.UpdateCardIdTest","updateExistingCard","updateExistingCard()",""
"passed","Fri Apr 19 10:21:10 GMT 2024","Fri Apr 19 10:21:10 GMT 2024","108","","api.test.update.UpdateBoardValidationTest","","api.test.update.UpdateBoardValidationTest","checkUpdateBoardWithInvalidAuth","checkUpdateBoardWithInvalidAuth(AuthValidationArgumentsHolder) [3] api.arguments.holders.AuthValidationArgumentsHolder@5dca9fd8",""
"passed","Fri Apr 19 10:21:12 GMT 2024","Fri Apr 19 10:21:12 GMT 2024","151","","api.test.update.UpdateCardIdValidationTest","","api.test.update.UpdateCardIdValidationTest","checkUpdateCardWithInvalidId","checkUpdateCardWithInvalidId(CardIdValidationArgumentsHolder) [2] api.arguments.holders.CardIdValidationArgumentsHolder@38f20b58",""
